ID,NIT,RAZON SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO_DOMICILIO,CIUDAD_DOMICILIO,MACROSECTOR,INGRESOS_OPERACIONALES_2018,GANANCIA_PERDIDA_2018,TOTAL_ACTIVOS_2018,TOTAL_PASIVOS_2018,TOTAL_PATRIMONIO_2018,INGRESOS_OPERACIONALES_2017,GANANCIA_PERDIDA_2017,TOTAL_ACTIVOS_2017,TOTAL_PASIVOS_2017,TOTAL_PATRIMONIO_2017,GRUPO_EN_NIIF
664,890.928.257,ALICO SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,202850178,6535664,182505415,105005824,77499591,191240951,6103595,147957205,88573080,59384125,NIIF PLENAS-GRUPO 1
665,860.007.668,ALAMBRES Y MALLAS SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,202256038,1004251,205334910,129305638,76029272,192885581,2612594,192753173,115615876,77137297,NIIF PLENAS-GRUPO 1
666,900.378.893,AR CONSTRUCCIONES SAS),SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CONSTRUCCIÓN,202140336,9357215,313452341,246973571,66478770,206622538,9273250,256035596,190403581,65632015,NIIF PLENAS-GRUPO 1
667,901.093.846,ECOOPSOS S.A.S.,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,201783079.76,4559212.37,65658983.24,134223468.47,-68564485.23,250861743.58,2607739.12,59966253.69,133635326.56,-73669072.87,NIIF PYMES-GRUPO 2
668,830.047.819,Coca-Cola Servicios de Colombia S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,201524704,-2437749,133833888,113823724,20010164,220483327,8225516,109762256,84762281,24999975,NIIF PLENAS-GRUPO 1
669,860.352.419,VETRA EXPLORACIÓN Y PRODUCCIÓN COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MINERO-HIDROCARBUROS,201446438,-12525175,279651400,204884929,74766471,160414259,-15891983,324835586,244817473,80018113,NIIF PLENAS-GRUPO 1
670,892.115.006,CCF DE LA GUAJIRA,SUPERSALUD,Costa Atlántica,GUAJIRA,RIOHACHA,SERVICIOS,201297534.83,-27260372.23,25803139.67,59103193.15,-33300053.48,172923949.14,5571908.58,28813162.03,29042541.70,-229379.67,NIIF PYMES-GRUPO 2
671,800.013.834,LABORATORIOS LA SANTE SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,200669430,18354395,454438895,279225215,175213680,202552916,19322279,448369773,271857040,176512733,NIIF PLENAS-GRUPO 1
672,800.042.471,ARUS S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,200622503,4652073,100080275,64363872,35716403,175477473,5203777,86349437,55318762,31030675,NIIF PLENAS-GRUPO 1
673,900.338.494,Tablemac MDF S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,BARBOSA-ANTIOQUIA,MANUFACTURA,200368025,28285250,272839739,22804211,250035528,188754807,22787134,241549419,19799141,221750278,NIIF PLENAS-GRUPO 1
674,890.204.134,DISTRIBUCIONES PASTOR JULIO DELGADO SA,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,COMERCIO,199573197,4401158,78651552,21898754,56752798,6526142,4877413,78895793,25544153,53351640,NIIF PYMES-GRUPO 2
675,900.203.566,ABASTECEMOS DE OCCIDENTE SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,COMERCIO,199218121,1720911,43452119,23335059,20117060,188997563,1600931,41248961,24853524,16395437,NIIF PYMES-GRUPO 2
676,860.014.923,CARACOL PRIMERA CADENA RADIAL COLOMBIANA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,197988982,21488538,190778908,107585939,83192969,179407092,18407338,183467342,63155880,120311462,NIIF PLENAS-GRUPO 1
677,800.204.462,EQUIRENT S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,197849090,41887454,574044474,367801261,206243213,166001191,20609349,397851623,248217212,149634411,NIIF PLENAS-GRUPO 1
678,830.055.643,CINEMARK COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,197426254,-15543154,200194767,128421685,71773082,197901397,-7584222,193195059,105878823,87316236,NIIF PLENAS-GRUPO 1
679,832.000.662,VENTAS Y MARCAS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,196177761,-92838,85416725,68264578,17152147,196134492,3628576,80718559,57690574,23027985,NIIF PYMES-GRUPO 2
680,800.200.336,MAKRO COMPUTO SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,COMERCIO,195999597,-22717797,92901832,97678458,-4776626,246633015,536595,114613467,96671566,17941901,NIIF PLENAS-GRUPO 1
681,900.330.027,PETROMIL GAS SAS ESP,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,COMERCIO,195801430,6841276,64860275,37215085,27645190,158696721,6415066,48103274,27299360,20803914,NIIF PYMES-GRUPO 2
682,801.004.045,DON POLLO SAS,SUPERSOCIEDADES,Eje Cafetero,QUINDIO,ARMENIA-QUINDIO,MANUFACTURA,195433408,4016866,117735978,91643897,26092081,172047988,291258,75920972,65437306,10483666,NIIF PLENAS-GRUPO 1
683,900.851.362,LABRANZA DE LA CEIBA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,195326001,174942435,230893263,56637096,174256167,0,-686780,35389560,36075828,-686268,NIIF PYMES-GRUPO 2
684,800.186.228,INGENIERIA DE VIAS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CONSTRUCCIÓN,194924602,7495500,271687862,94314779,177373083,238167538,7408284,240950120,74762610,166187510,NIIF PLENAS-GRUPO 1
685,830.112.215,WORLD FUEL SERVICES COMPANY LLC SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,194883946,395877,63764645,42671165,21093480,183620460,-337946,60035356,39337753,20697603,NIIF PYMES-GRUPO 2
686,890.301.163,DISTRIBUIDORA COLOMBINA LTDA.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,COMERCIO,194215310,386513,79747687,65190444,14557243,168518319,195944,82976708,68588820,14387888,NIIF PLENAS-GRUPO 1
687,860.006.282,HB ESTRUCTURAS METALICAS S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CONSTRUCCIÓN,194035272,4120588,446617322,205631894,240985428,144428615,5279507,399774569,163354201,236420368,NIIF PLENAS-GRUPO 1
688,890.900.082,EDUARDOÑO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,193577737,5432870,268171872,132905382,135266490,186715321,2517632,238477591,124761692,113715899,NIIF PYMES-GRUPO 2
689,900.934.851,GASTRONOMIA ITALIANA EN COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,193275524,-4924636,169628768,51183285,118445483,190510792,-6938678,151038576,44881527,106157049,NIIF PLENAS-GRUPO 1
690,890.800.148,ETEX COLOMBIA S.A,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,MANUFACTURA,192804057,8072526,162724864,39301700,123423164,188992377,15718317,160823245,45472607,115350638,NIIF PLENAS-GRUPO 1
691,815.002.936,CRISTAR S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,MANUFACTURA,192593406,30645894,276931701,67087762,209843939,190783721,32596004,273591493,62446328,211145165,NIIF PLENAS-GRUPO 1
692,860.000.531,CUSEZAR S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CONSTRUCCIÓN,191919191,14923365,400438780,169993938,230444842,150220266,20228663,417018213,201496735,215521478,NIIF PYMES-GRUPO 2
693,811.007.601,EMI ANTIOQUIA,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN,SERVICIOS,191676614.47,30727767.59,104965984.13,21803996.57,83161987.56,179162536.01,28469371.68,110043334.01,33029162.58,77014171.44,NIIF PLENAS-GRUPO 1
694,900.915.979,C I SHELL COMERCIALIZADORA COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,191395571,-16901710,23435059,24488535,-1053476,427343139,-4792392,69318649,73454049,-4135400,NIIF PLENAS-GRUPO 1
695,860.025.639,MITSUBISHI ELECTRIC DE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CONSTRUCCIÓN,191291032,18779333,207135894,88038300,119097594,205039702,16142759,146791684,85031919,61759765,NIIF PLENAS-GRUPO 1
696,890.115.406,A CONSTRUIR S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,CONSTRUCCIÓN,191274658,11015613,148691027,61367494,87323533,138536567,7666472,167612313,92710818,74901495,NIIF PYMES-GRUPO 2
697,860.040.094,OXIGENOS DE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,190231329,9435441,279496615,45507405,233989210,182262708,15271461,257646239,33060866,224585373,NIIF PYMES-GRUPO 2
698,890.110.964,ALIMENTOS DEL VALLE SA,SUPERSOCIEDADES,Costa Pacífica,CAUCA,CALOTO-CAUCA,MANUFACTURA,190181451,2040564,96510428,42870565,53639863,170613545,959141,84985110,30794949,54190161,NIIF PYMES-GRUPO 2
699,890.301.918,PEPSI COLA COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,189983167,4100850,102730409,56756706,45973703,160638032,-1008407,109076938,68356268,40720670,NIIF PLENAS-GRUPO 1
700,800.208.146,INVERSIONES ALCABAMA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CONSTRUCCIÓN,189926109,24723946,180643238,83698451,96944787,198922706,31261171,246879664,175940546,70939118,NIIF PYMES-GRUPO 2
701,860.023.264,SECURITAS COLOMBIA SA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,189384494,5622100,61344116,33267990,28076126,151545106,3866153,46346294,23892268,22454026,NIIF PLENAS-GRUPO 1
702,890.917.007,OPTIMA SAS VIVIENDA Y CONSTRUCCION,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CONSTRUCCIÓN,189290906,5803637,321295542,259101999,62193543,38398845,1804054,267609110,229042901,38566209,NIIF PLENAS-GRUPO 1
703,900.659.229,CI FLORAL DISTRIBUTORS & SERVICES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TENJO-CUNDINAMARCA,COMERCIO,188949416,1561884,62058276,53022836,9035440,199693063,2579587,53694446,45858423,7836023,NIIF PYMES-GRUPO 2
704,900.220.408,INVERSIONES TQ S.A.S.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,SERVICIOS,188761225,187640321,1206145625,1667148,1204478477,144327009,144976802,1079515933,566526,1078949407,NIIF PLENAS-GRUPO 1
705,890.932.279,C.I. IBLU SOCIEDAD POR ACCIONES SIMPLIFICADA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,188029856,3280073,206908350,160567084,46341266,160114720,1492597,145253357,101994602,43258755,NIIF PLENAS-GRUPO 1
706,860.067.998,FERRETERIA MULTIALAMBRES LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,COMERCIO,187205483,2613715,113255987,86269318,26986669,163944990,2655933,102047553,69567201,32480352,NIIF PLENAS-GRUPO 1
707,860.002.595,NEWELL BRANDS DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,186916060,8104524,195040666,71134259,123906407,139932896,2785132,131337437,69945365,61392072,NIIF PLENAS-GRUPO 1
708,860.008.018,ESTUDIOS TECNICOS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,186431410,13975531,109432710,56549375,52883335,95997927,6134807,96145108,57740934,38404174,NIIF PLENAS-GRUPO 1
709,800.189.687,ACEROS CORTADOS S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA-CUNDINAMARCA,MANUFACTURA,186290369,389731,139883168,121532529,18350639,164036162,223253,130780677,101867340,28913337,NIIF PLENAS-GRUPO 1
710,830.083.392,PRODUCTORA DE TEXTILES DE TOCANCIPA S.A.. TOPTEX S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,MANUFACTURA,186125747,16235569,254790673,155841795,98948878,152591092,4037488,177069473,82374970,94694503,NIIF PLENAS-GRUPO 1
711,900.040.299,ATLANTIC FS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,185850958,6669907,58489238,41314322,17174916,154111536,3128506,45669223,33832033,11837190,NIIF PLENAS-GRUPO 1
712,890.327.996,PROYECTOS DE INFRAESTRUCTURA S.A,SUPERFINANCIERA,Costa Pacífica,VALLE,CALI-VALLE,CONSTRUCCIÓN,185795580,104839171,264274643,118180350,146094293,172511342,74792389,260628102,127480011,133148091,NIIF PLENAS-GRUPO 1
713,830.050.228,ADECCO SERVICIOS COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,185730638,7862107,50737480,27222896,23514584,191093303,6291315,54650119,27525080,27125039,NIIF PLENAS-GRUPO 1
714,860.002.541,CLINICA DE MARLY S A,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,185722867,22878518,358669648,111523534,247146114,170468619,19934329,329841856,102673468,227168388,NIIF PLENAS-GRUPO 1
715,830.035.702,SOLETANCHE BACHY CIMAS S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CONSTRUCCIÓN,185264600,7100780,233106641,180415500,52691141,163802459,4745430,159649326,114206877,45442449,NIIF PLENAS-GRUPO 1
716,860.515.770,ESTRELLA INTERNATIONAL ENERGY SERVICES SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MINERO-HIDROCARBUROS,185264217,-11496736,529936281,262817731,267118550,146098277,-50922068,215913901,162194228,53719673,NIIF PLENAS-GRUPO 1
717,890.300.794,PLASTICOS RIMAX SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,MANUFACTURA,185256717,7166400,196466641,120042751,76423890,174331819,4724920,192783568,117209093,75574475,NIIF PLENAS-GRUPO 1
718,900.319.312,RAVENBIRD S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,185135953,-2439384,19653868,42700,19611168,95497052,-408127,35128732,8983838,26144894,NIIF PLENAS-GRUPO 1
719,830.083.619,TALISMAN COLOMBIA OIL & GAS LTD,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MINERO-HIDROCARBUROS,185131162,-182436255,714332422,97367204,616965218,97117382,-58024543,814919328,72218808,742700520,NIIF PLENAS-GRUPO 1
720,800.022.558,BATERIAS WILLARD S. A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,MALAMBO-ATLANTICO,MANUFACTURA,184889557,11870640,161691305,90548411,71142894,7457791,6292463,137488222,72724504,64763718,NIIF PYMES-GRUPO 2
721,890.806.999,ARMETALES S.A,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,COMERCIO,184814883,1472050,65115518,48231361,16884157,164253171,479404,55981418,40857226,15124192,NIIF PLENAS-GRUPO 1
722,802.001.105,MOLINOS DEL ATLANTICO SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,MANUFACTURA,184768627,13505381,101678397,42577563,59100834,198614432,14437820,88549861,42507307,46042554,NIIF PLENAS-GRUPO 1
723,800.066.199,DIMANTEC LTDA,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,SOLEDAD-ATLANTICO,MANUFACTURA,184343200,2638488,39598795,34102466,5496329,165211729,4023728,33661069,30803227,2857842,NIIF PYMES-GRUPO 2
724,800.136.105,MISION TEMPORAL LIMITADA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,184338151,2046144,42739042,25622633,17116409,195953325,2159767,44271243,29224680,15046563,NIIF PYMES-GRUPO 2
725,839.000.495,ANAS WAYUU EPSI,SUPERSALUD,Costa Atlántica,GUAJIRA,MAICAO,SERVICIOS,183954488.71,652299.40,71583160.89,66964037.36,4619123.53,159157852.54,-736892.95,70673204.17,66706380.03,3966824.14,REGIMEN R 414 de 2014 - CGN
726,800.144.934,VISION Y MARKETING SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,SERVICIOS,183703283,2334661,42299613,34598896,7700717,153533088,1459997,39017411,31272131,7745280,NIIF PYMES-GRUPO 2
727,890.300.684,RECKITT BENCKISER COLOMBIA S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,MANUFACTURA,183653317,13038280,112403666,82800375,29603291,178961946,16515512,98803429,65722053,33081376,NIIF PLENAS-GRUPO 1
728,890.204.162,SEGURIDAD Y VIGILANCIA COLOMBIANA SEVICOL LIMITADA,SUPERVIGILANCIA,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,SERVICIOS,183137509.29,7811906.06,84299515.77,25354394.99,58945120.78,144636130,9000587,75008243,23875028,51133215,NIIF PLENAS-GRUPO 1
729,900.307.098,CI MINERCOQUE DE COLOMBIA LTDA,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,COMERCIO,182474993,3747517,59279355,51385256,7894099,104628043,1765286,19177086,14891863,4285223,NIIF PYMES-GRUPO 2
730,900.420.122,VIRGIN MOBILE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,182344893,6932222,64363525,69934036,-5570511,205293623,7359223,86497856,99000589,-12502733,NIIF PYMES-GRUPO 2
731,890.400.372,RAFAEL DEL CASTILLO & CIA S.A,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,MINERO-HIDROCARBUROS,182199591,6849675,101933982,46257194,55676788,175517599,6798048,99585169,48058056,51527113,NIIF PLENAS-GRUPO 1
732,830.060.331,KOMATSU COLOMBIA S.A.S. KOMATSU COLOMBIA S.A.S.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,SOLEDAD-ATLANTICO,MANUFACTURA,182146308,5204455,182956801,159757173,23199628,185325196,2513128,133660511,115585339,18075172,NIIF PLENAS-GRUPO 1
733,890.100.783,INDUSTRIAS CANNON DE COLOMBIA S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,MANUFACTURA,181365648,-1146700,230356159,98413681,131942478,194974629,2685070,209534278,76445100,133089178,NIIF PLENAS-GRUPO 1
734,830.055.659,GTM COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,181040261,6198791,119774926,92375236,27399690,157996762,3612832,79710327,58509427,21200900,NIIF PLENAS-GRUPO 1
735,830.090.773,MASSY ENERGY COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MINERO-HIDROCARBUROS,181032399,95992,116448665,78738946,37709719,119575802,-2463603,93766254,53605943,40160311,NIIF PLENAS-GRUPO 1
736,900.233.101,CEMENTOS SAN MARCOS SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,MANUFACTURA,180655316,14469669,262958299,171815288,91143011,11873014,8823810,252225246,158243256,93981990,NIIF PYMES-GRUPO 2
737,800.125.872,KERALTY S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,180532233,130253931,345391208,75535275,269855933,122521842,79135313,290494878,85783803,204711075,NIIF PLENAS-GRUPO 1
738,860.521.658,PERENCO OIL AND GAS COLOMBIA LIMITED,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MINERO-HIDROCARBUROS,180436336,65640219,259096514,101483364,157613150,183236629,28050192,276147437,102973492,173173945,NIIF PLENAS-GRUPO 1
739,890.800.788,SUMATEC S.A.S,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,COMERCIO,180413857,2423117,124036704,103010531,21026173,147957520,1764472,98816426,78601660,20214766,NIIF PYMES-GRUPO 2
740,890.908.649,SUN CHEMICAL COLOMBIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,180344187,2146012,191812716,115719940,76092776,168823256,-620861,178343114,107162214,71180900,NIIF PLENAS-GRUPO 1
741,860.508.392,SERVIOPTICA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,180277803,15441738,110157261,37872843,72284418,164578576,12339586,86750400,26496890,60253510,NIIF PLENAS-GRUPO 1
742,811.010.485,FGA FONDO DE GARANTIAS S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,180112021,12034816,169381817,97253447,72128370,123755212,10655472,126873602,66202759,60670843,NIIF PLENAS-GRUPO 1
743,800.226.766,PROMIORIENTE S.A. E.S.P,SUPERSERVICIOS,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,SERVICIOS,179129572,69444536,653697780,273532118,380165662,204701603,64835053,699860633,332225251,367635382,NIIF PLENAS-GRUPO 1
744,800.114.766,FRESKALECHE S.A.S.,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,MANUFACTURA,178931578,2155650,99452676,67448973,32003703,191347765,1778201,96869964,65897336,30972628,NIIF PLENAS-GRUPO 1
745,900.273.686,COMERCIALIZADORA MERCALDAS S.A,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,COMERCIO,178929873,3037702,76540092,46247830,30292262,175929197,2847927,70343430,42977811,27365619,NIIF PYMES-GRUPO 2
746,900.174.089,CSP STEEL DE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,178611973,9726692,91870216,50734156,41136060,105517230,12404039,59675961,36370911,23305050,NIIF PLENAS-GRUPO 1
747,860.005.669,LEGRAND COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,178551402,30602845,166790132,47596811,119193321,166588296,23087524,158049238,46371238,111678000,NIIF PLENAS-GRUPO 1
748,900.439.301,INVERSIONES INT COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,178210452,-325537,88175796,59015951,29159845,128240362,1430545,60946523,32363429,28583094,NIIF PYMES-GRUPO 2
749,900.681.625,ENVASES DE TOCANCIPA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,MANUFACTURA,177789026,26198927,148908763,56640413,92268350,143984024,24063944,121081095,55011672,66069423,NIIF PLENAS-GRUPO 1
750,860.507.710,AUTO STOK SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,177154173,-2536332,88503794,64931794,23572000,200105300,-1497178,96860607,70752155,26108452,NIIF PYMES-GRUPO 2
751,891.280.008,CCF NARIÑO,SUPERSALUD,Costa Pacífica,NARIÑO,PASTO,SERVICIOS,176911774.51,-1410662.09,86040128.46,87651610.84,-1611482.39,203159718.29,-951453.62,128367028.25,132663118.20,-4296089.96,NIIF PLENAS-GRUPO 1
752,900.055.635,INVERSIONES LIGOL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,176818323,2081755,45584255,14752121,30832134,161715970,2296637,42865721,11251017,31614704,NIIF PYMES-GRUPO 2
753,811.018.676,JOHN URIBE E HIJOS S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,176487207,-2961673,167631873,128133105,39498768,217014379,810597,133113371,90652930,42460441,NIIF PYMES-GRUPO 2
754,890.900.259,COLTEJER S.A.,SUPERFINANCIERA,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,MANUFACTURA,176428000,-28981000,951566000,437539000,514027000,212580000,-24747000,955148000,412458000,542690000,NIIF PLENAS-GRUPO 1
755,900.713.658,CNE OIL & GAS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MINERO-HIDROCARBUROS,176346884,37150638,816384395,734291321,82093074,127698486,-98929754,656414168,652344277,4069891,NIIF PLENAS-GRUPO 1
